Session: indicating the number of the experiment,,,,,,,,,,,,
Emotion: indicating the emotion of the viewed stimulus material  0: Fear 1: Sad 2: Neutral 3:Happy 4: Pride,,,,,,,,,,,,
Score: indicating the self-rating records for the stimulus material (The rating scale ranges from 0 to 9),,,,,,,,,,,,
,,,,,,,,,,,,
Subject,Age,Gender,Handedness,Date,Session,Trial,Emotion,Score,,,,
111,20,female,right,5-26-2023,3,10,0,7,,,,
111,20,female,right,5-26-2023,3,11,4,3,,,,
111,20,female,right,5-26-2023,3,12,2,9,,,,
111,20,female,right,5-26-2023,3,13,3,6,,,,
111,20,female,right,5-26-2023,3,14,0,6,,,,
111,20,female,right,5-26-2023,3,15,3,8,,,,
112,20,female,right,5-14-2023,1,1,1,7,,,,
112,20,female,right,5-14-2023,1,2,0,8,,,,
112,20,female,right,5-14-2023,1,3,4,7,,,,
112,20,female,right,5-14-2023,1,4,2,8,,,,
112,20,female,right,5-14-2023,1,5,3,7,,,,
112,20,female,right,5-14-2023,1,6,0,7,,,,
112,20,female,right,5-14-2023,1,7,3,6,,,,
112,20,female,right,5-14-2023,1,8,4,8,,,,
112,20,female,right,5-14-2023,1,9,1,6,,,,
112,20,female,right,5-14-2023,1,10,2,8,,,,
112,20,female,right,5-14-2023,1,11,0,5,,,,
112,20,female,right,5-14-2023,1,12,1,8,,,,
112,20,female,right,5-14-2023,1,13,4,4,,,,
112,20,female,right,5-14-2023,1,14,2,9,,,,
112,20,female,right,5-14-2023,1,15,3,7,,,,
112,20,female,right,5-21-2023,2,1,4,6,,,,
112,20,female,right,5-21-2023,2,2,1,7,,,,
112,20,female,right,5-21-2023,2,3,2,6,,,,
112,20,female,right,5-21-2023,2,4,3,8,,,,
112,20,female,right,5-21-2023,2,5,0,9,,,,
112,20,female,right,5-21-2023,2,6,3,7,,,,
112,20,female,right,5-21-2023,2,7,2,9,,,,
112,20,female,right,5-21-2023,2,8,4,7,,,,
112,20,female,right,5-21-2023,2,9,1,7,,,,
112,20,female,right,5-21-2023,2,10,0,4,,,,
112,20,female,right,5-21-2023,2,11,2,6,,,,
112,20,female,right,5-21-2023,2,12,1,8,,,,
112,20,female,right,5-21-2023,2,13,4,3,,,,
112,20,female,right,5-21-2023,2,14,3,4,,,,
112,20,female,right,5-21-2023,2,15,0,8,,,,
112,20,female,right,5-28-2023,3,1,3,8,,,,
112,20,female,right,5-28-2023,3,2,4,6,,,,
112,20,female,right,5-28-2023,3,3,1,7,,,,
112,20,female,right,5-28-2023,3,4,2,8,,,,
112,20,female,right,5-28-2023,3,5,0,5,,,,
112,20,female,right,5-28-2023,3,6,1,4,,,,
112,20,female,right,5-28-2023,3,7,4,8,,,,
112,20,female,right,5-28-2023,3,8,2,7,,,,
112,20,female,right,5-28-2023,3,9,1,6,,,,
112,20,female,right,5-28-2023,3,10,0,6,,,,
112,20,female,right,5-28-2023,3,11,4,7,,,,
112,20,female,right,5-28-2023,3,12,2,8,,,,
112,20,female,right,5-28-2023,3,13,3,8,,,,
112,20,female,right,5-28-2023,3,14,0,3,,,,
112,20,female,right,5-28-2023,3,15,3,5,,,,
113,23,female,right,5-13-2023,1,1,1,7,,,,
113,23,female,right,5-13-2023,1,2,0,7,,,,
113,23,female,right,5-13-2023,1,3,4,8,,,,
113,23,female,right,5-13-2023,1,4,2,8,,,,
113,23,female,right,5-13-2023,1,5,3,8,,,,
113,23,female,right,5-13-2023,1,6,0,7,,,,
113,23,female,right,5-13-2023,1,7,3,8,,,,
113,23,female,right,5-13-2023,1,8,4,8,,,,
113,23,female,right,5-13-2023,1,9,1,7,,,,
113,23,female,right,5-13-2023,1,10,2,8,,,,
113,23,female,right,5-13-2023,1,11,0,6,,,,
113,23,female,right,5-13-2023,1,12,1,7,,,,
113,23,female,right,5-13-2023,1,13,4,7,,,,
113,23,female,right,5-13-2023,1,14,2,8,,,,
113,23,female,right,5-13-2023,1,15,3,6,,,,
113,23,female,right,5-19-2023,2,1,4,8,,,,
113,23,female,right,5-19-2023,2,2,1,7,,,,
113,23,female,right,5-19-2023,2,3,2,8,,,,
113,23,female,right,5-19-2023,2,4,3,8,,,,
113,23,female,right,5-19-2023,2,5,0,7,,,,
113,23,female,right,5-19-2023,2,6,3,6,,,,
113,23,female,right,5-19-2023,2,7,2,8,,,,
113,23,female,right,5-19-2023,2,8,4,8,,,,
113,23,female,right,5-19-2023,2,9,1,7,,,,
113,23,female,right,5-19-2023,2,10,0,8,,,,
113,23,female,right,5-19-2023,2,11,2,7,,,,
113,23,female,right,5-19-2023,2,12,1,7,,,,
113,23,female,right,5-19-2023,2,13,4,7,,,,
113,23,female,right,5-19-2023,2,14,3,7,,,,
113,23,female,right,5-19-2023,2,15,0,6,,,,
113,23,female,right,5-29-2023,3,1,3,7,,,,
113,23,female,right,5-29-2023,3,2,4,8,,,,
113,23,female,right,5-29-2023,3,3,1,7,,,,
113,23,female,right,5-29-2023,3,4,2,8,,,,
113,23,female,right,5-29-2023,3,5,0,6,,,,
113,23,female,right,5-29-2023,3,6,1,6,,,,
113,23,female,right,5-29-2023,3,7,4,8,,,,
113,23,female,right,5-29-2023,3,8,2,8,,,,
113,23,female,right,5-29-2023,3,9,1,7,,,,
113,23,female,right,5-29-2023,3,10,0,7,,,,
113,23,female,right,5-29-2023,3,11,4,7,,,,
113,23,female,right,5-29-2023,3,12,2,8,,,,
113,23,female,right,5-29-2023,3,13,3,6,,,,
113,23,female,right,5-29-2023,3,14,0,6,,,,
113,23,female,right,5-29-2023,3,15,3,6,,,,
114,25,female,right,5-13-2023,1,1,1,8,,,,
114,25,female,right,5-13-2023,1,2,0,9,,,,
114,25,female,right,5-13-2023,1,3,4,5,,,,
114,25,female,right,5-13-2023,1,4,2,5,,,,
114,25,female,right,5-13-2023,1,5,3,6,,,,
114,25,female,right,5-13-2023,1,6,0,9,,,,
114,25,female,right,5-13-2023,1,7,3,6,,,,
114,25,female,right,5-13-2023,1,8,4,7,,,,
114,25,female,right,5-13-2023,1,9,1,5,,,,
114,25,female,right,5-13-2023,1,10,2,6,,,,
114,25,female,right,5-13-2023,1,11,0,7,,,,
114,25,female,right,5-13-2023,1,12,1,7,,,,
114,25,female,right,5-13-2023,1,13,4,6,,,,
114,25,female,right,5-13-2023,1,14,2,5,,,,
114,25,female,right,5-13-2023,1,15,3,7,,,,
114,25,female,right,5-18-2023,2,1,4,6,,,,
114,25,female,right,5-18-2023,2,2,1,7,,,,
114,25,female,right,5-18-2023,2,3,2,6,,,,
114,25,female,right,5-18-2023,2,4,3,4,,,,
114,25,female,right,5-18-2023,2,5,0,9,,,,
114,25,female,right,5-18-2023,2,6,3,6,,,,
114,25,female,right,5-18-2023,2,7,2,8,,,,
114,25,female,right,5-18-2023,2,8,4,8,,,,
114,25,female,right,5-18-2023,2,9,1,5,,,,
114,25,female,right,5-18-2023,2,10,0,6,,,,
114,25,female,right,5-18-2023,2,11,2,5,,,,
114,25,female,right,5-18-2023,2,12,1,5,,,,
114,25,female,right,5-18-2023,2,13,4,7,,,,
114,25,female,right,5-18-2023,2,14,3,6,,,,
114,25,female,right,5-18-2023,2,15,0,6,,,,
114,25,female,right,5-28-2023,3,1,3,7,,,,
114,25,female,right,5-28-2023,3,2,4,7,,,,
114,25,female,right,5-28-2023,3,3,1,6,,,,
114,25,female,right,5-28-2023,3,4,2,6,,,,
114,25,female,right,5-28-2023,3,5,0,9,,,,
114,25,female,right,5-28-2023,3,6,1,7,,,,
114,25,female,right,5-28-2023,3,7,4,7,,,,
114,25,female,right,5-28-2023,3,8,2,6,,,,
114,25,female,right,5-28-2023,3,9,1,7,,,,
114,25,female,right,5-28-2023,3,10,0,8,,,,
114,25,female,right,5-28-2023,3,11,4,6,,,,
114,25,female,right,5-28-2023,3,12,2,6,,,,
114,25,female,right,5-28-2023,3,13,3,7,,,,
114,25,female,right,5-28-2023,3,14,0,8,,,,
114,25,female,right,5-28-2023,3,15,3,5,,,,
115,24,female,right,5-09-2023,1,1,1,7,,,,
115,24,female,right,5-09-2023,1,2,0,9,,,,
115,24,female,right,5-09-2023,1,3,4,6,,,,
115,24,female,right,5-09-2023,1,4,2,4,,,,
115,24,female,right,5-09-2023,1,5,3,6,,,,
115,24,female,right,5-09-2023,1,6,0,9,,,,
115,24,female,right,5-09-2023,1,7,3,6,,,,
115,24,female,right,5-09-2023,1,8,4,5,,,,
115,24,female,right,5-09-2023,1,9,1,5,,,,
115,24,female,right,5-09-2023,1,10,2,7,,,,
115,24,female,right,5-09-2023,1,11,0,6,,,,
115,24,female,right,5-09-2023,1,12,1,6,,,,
115,24,female,right,5-09-2023,1,13,4,5,,,,
115,24,female,right,5-09-2023,1,14,2,5,,,,
115,24,female,right,5-09-2023,1,15,3,6,,,,
115,24,female,right,6-05-2023,2,1,4,6,,,,
115,24,female,right,6-05-2023,2,2,1,9,,,,
115,24,female,right,6-05-2023,2,3,2,7,,,,
115,24,female,right,6-05-2023,2,4,3,5,,,,
115,24,female,right,6-05-2023,2,5,0,9,,,,
115,24,female,right,6-05-2023,2,6,3,4,,,,
115,24,female,right,6-05-2023,2,7,2,7,,,,
115,24,female,right,6-05-2023,2,8,4,7,,,,
115,24,female,right,6-05-2023,2,9,1,4,,,,
115,24,female,right,6-05-2023,2,10,0,8,,,,
115,24,female,right,6-05-2023,2,11,2,7,,,,
115,24,female,right,6-05-2023,2,12,1,4,,,,
115,24,female,right,6-05-2023,2,13,4,5,,,,
115,24,female,right,6-05-2023,2,14,3,5,,,,
115,24,female,right,6-05-2023,2,15,0,8,,,,
115,24,female,right,5-30-2023,3,1,3,8,,,,
115,24,female,right,5-30-2023,3,2,4,8,,,,
115,24,female,right,5-30-2023,3,3,1,6,,,,
115,24,female,right,5-30-2023,3,4,2,6,,,,
115,24,female,right,5-30-2023,3,5,0,7,,,,
115,24,female,right,5-30-2023,3,6,1,6,,,,
115,24,female,right,5-30-2023,3,7,4,8,,,,
115,24,female,right,5-30-2023,3,8,2,5,,,,
115,24,female,right,5-30-2023,3,9,1,6,,,,
115,24,female,right,5-30-2023,3,10,0,6,,,,
115,24,female,right,5-30-2023,3,11,4,5,,,,
115,24,female,right,5-30-2023,3,12,2,8,,,,
115,24,female,right,5-30-2023,3,13,3,7,,,,
115,24,female,right,5-30-2023,3,14,0,6,,,,
115,24,female,right,5-30-2023,3,15,3,5,,,,
116,25,female,right,6-06-2023,1,1,1,7,,,,
116,25,female,right,6-06-2023,1,2,0,9,,,,
116,25,female,right,6-06-2023,1,3,4,9,,,,
116,25,female,right,6-06-2023,1,4,2,9,,,,
116,25,female,right,6-06-2023,1,5,3,7,,,,
116,25,female,right,6-06-2023,1,6,0,8,,,,
116,25,female,right,6-06-2023,1,7,3,6,,,,
116,25,female,right,6-06-2023,1,8,4,9,,,,
116,25,female,right,6-06-2023,1,9,1,7,,,,
116,25,female,right,6-06-2023,1,10,2,9,,,,
116,25,female,right,6-06-2023,1,11,0,5,,,,
116,25,female,right,6-06-2023,1,12,1,7,,,,
116,25,female,right,6-06-2023,1,13,4,6,,,,
116,25,female,right,6-06-2023,1,14,2,9,,,,
116,25,female,right,6-06-2023,1,15,3,4,,,,
116,25,female,right,5-19-2023,2,1,4,8,,,,
116,25,female,right,5-19-2023,2,2,1,9,,,,
116,25,female,right,5-19-2023,2,3,2,9,,,,
116,25,female,right,5-19-2023,2,4,3,6,,,,
116,25,female,right,5-19-2023,2,5,0,7,,,,
116,25,female,right,5-19-2023,2,6,3,7,,,,
116,25,female,right,5-19-2023,2,7,2,9,,,,
116,25,female,right,5-19-2023,2,8,4,9,,,,
116,25,female,right,5-19-2023,2,9,1,8,,,,
116,25,female,right,5-19-2023,2,10,0,8,,,,
116,25,female,right,5-19-2023,2,11,2,9,,,,
116,25,female,right,5-19-2023,2,12,1,3,,,,
116,25,female,right,5-19-2023,2,13,4,7,,,,
116,25,female,right,5-19-2023,2,14,3,7,,,,
116,25,female,right,5-19-2023,2,15,0,7,,,,
116,25,female,right,5-29-2023,3,1,3,7,,,,
116,25,female,right,5-29-2023,3,2,4,8,,,,
116,25,female,right,5-29-2023,3,3,1,8,,,,
116,25,female,right,5-29-2023,3,4,2,9,,,,
116,25,female,right,5-29-2023,3,5,0,6,,,,
116,25,female,right,5-29-2023,3,6,1,7,,,,
116,25,female,right,5-29-2023,3,7,4,9,,,,
116,25,female,right,5-29-2023,3,8,2,9,,,,
116,25,female,right,5-29-2023,3,9,1,5,,,,
116,25,female,right,5-29-2023,3,10,0,5,,,,
116,25,female,right,5-29-2023,3,11,4,6,,,,
116,25,female,right,5-29-2023,3,12,2,7,,,,
116,25,female,right,5-29-2023,3,13,3,8,,,,
116,25,female,right,5-29-2023,3,14,0,7,,,,
116,25,female,right,5-29-2023,3,15,3,3,,,,
117,19,female,right,5-15-2023,1,1,1,7,,,,
117,19,female,right,5-15-2023,1,2,0,9,,,,
117,19,female,right,5-15-2023,1,3,4,6,,,,
117,19,female,right,5-15-2023,1,4,2,9,,,,
117,19,female,right,5-15-2023,1,5,3,8,,,,
117,19,female,right,5-15-2023,1,6,0,8,,,,
117,19,female,right,5-15-2023,1,7,3,6,,,,
117,19,female,right,5-15-2023,1,8,4,7,,,,
117,19,female,right,5-15-2023,1,9,1,8,,,,
117,19,female,right,5-15-2023,1,10,2,9,,,,
117,19,female,right,5-15-2023,1,11,0,4,,,,
117,19,female,right,5-15-2023,1,12,1,6,,,,
117,19,female,right,5-15-2023,1,13,4,8,,,,
117,19,female,right,5-15-2023,1,14,2,9,,,,
117,19,female,right,5-15-2023,1,15,3,9,,,,
117,19,female,right,5-18-2023,2,1,4,8,,,,
117,19,female,right,5-18-2023,2,2,1,9,,,,
117,19,female,right,5-18-2023,2,3,2,8,,,,
117,19,female,right,5-18-2023,2,4,3,4,,,,
117,19,female,right,5-18-2023,2,5,0,7,,,,
117,19,female,right,5-18-2023,2,6,3,8,,,,
117,19,female,right,5-18-2023,2,7,2,8,,,,
117,19,female,right,5-18-2023,2,8,4,9,,,,
117,19,female,right,5-18-2023,2,9,1,8,,,,
117,19,female,right,5-18-2023,2,10,0,8,,,,
117,19,female,right,5-18-2023,2,11,2,9,,,,
117,19,female,right,5-18-2023,2,12,1,5,,,,
117,19,female,right,5-18-2023,2,13,4,4,,,,
117,19,female,right,5-18-2023,2,14,3,6,,,,
117,19,female,right,5-18-2023,2,15,0,8,,,,
117,19,female,right,5-25-2023,3,1,3,7,,,,
117,19,female,right,5-25-2023,3,2,4,6,,,,
117,19,female,right,5-25-2023,3,3,1,7,,,,
117,19,female,right,5-25-2023,3,4,2,9,,,,
117,19,female,right,5-25-2023,3,5,0,9,,,,
117,19,female,right,5-25-2023,3,6,1,8,,,,
117,19,female,right,5-25-2023,3,7,4,9,,,,
117,19,female,right,5-25-2023,3,8,2,7,,,,
117,19,female,right,5-25-2023,3,9,1,8,,,,
117,19,female,right,5-25-2023,3,10,0,9,,,,
117,19,female,right,5-25-2023,3,11,4,9,,,,
117,19,female,right,5-25-2023,3,12,2,6,,,,
117,19,female,right,5-25-2023,3,13,3,9,,,,
117,19,female,right,5-25-2023,3,14,0,8,,,,
117,19,female,right,5-25-2023,3,15,3,7,,,,
118,24,male,right,5-10-2023,1,1,1,7,,,,
118,24,male,right,5-10-2023,1,2,0,8,,,,
118,24,male,right,5-10-2023,1,3,4,3,,,,
118,24,male,right,5-10-2023,1,4,2,5,,,,
118,24,male,right,5-10-2023,1,5,3,9,,,,
118,24,male,right,5-10-2023,1,6,0,7,,,,
118,24,male,right,5-10-2023,1,7,3,3,,,,
118,24,male,right,5-10-2023,1,8,4,5,,,,
118,24,male,right,5-10-2023,1,9,1,3,,,,
118,24,male,right,5-10-2023,1,10,2,9,,,,
118,24,male,right,5-10-2023,1,11,0,1,,,,
118,24,male,right,5-10-2023,1,12,1,8,,,,
118,24,male,right,5-10-2023,1,13,4,3,,,,
118,24,male,right,5-10-2023,1,14,2,9,,,,
118,24,male,right,5-10-2023,1,15,3,5,,,,
118,24,male,right,5-17-2023,2,1,4,8,,,,
118,24,male,right,5-17-2023,2,2,1,9,,,,
118,24,male,right,5-17-2023,2,3,2,5,,,,
118,24,male,right,5-17-2023,2,4,3,5,,,,
118,24,male,right,5-17-2023,2,5,0,5,,,,
118,24,male,right,5-17-2023,2,6,3,2,,,,
118,24,male,right,5-17-2023,2,7,2,8,,,,
118,24,male,right,5-17-2023,2,8,4,9,,,,
118,24,male,right,5-17-2023,2,9,1,1,,,,
118,24,male,right,5-17-2023,2,10,0,5,,,,
118,24,male,right,5-17-2023,2,11,2,9,,,,
118,24,male,right,5-17-2023,2,12,1,2,,,,
118,24,male,right,5-17-2023,2,13,4,5,,,,
118,24,male,right,5-17-2023,2,14,3,8,,,,
118,24,male,right,5-17-2023,2,15,0,5,,,,
118,24,male,right,5-30-2023,3,1,3,1,,,,
118,24,male,right,5-30-2023,3,2,4,9,,,,
118,24,male,right,5-30-2023,3,3,1,5,,,,
118,24,male,right,5-30-2023,3,4,2,8,,,,
118,24,male,right,5-30-2023,3,5,0,5,,,,
118,24,male,right,5-30-2023,3,6,1,5,,,,
118,24,male,right,5-30-2023,3,7,4,9,,,,
118,24,male,right,5-30-2023,3,8,2,5,,,,
118,24,male,right,5-30-2023,3,9,1,7,,,,
118,24,male,right,5-30-2023,3,10,0,8,,,,
118,24,male,right,5-30-2023,3,11,4,5,,,,
118,24,male,right,5-30-2023,3,12,2,5,,,,
118,24,male,right,5-30-2023,3,13,3,9,,,,
118,24,male,right,5-30-2023,3,14,0,3,,,,
118,24,male,right,5-30-2023,3,15,3,5,,,,
119,21,male,right,5-10-2023,1,1,1,7,,,,
119,21,male,right,5-10-2023,1,2,0,8,,,,
119,21,male,right,5-10-2023,1,3,4,5,,,,
119,21,male,right,5-10-2023,1,4,2,6,,,,
119,21,male,right,5-10-2023,1,5,3,6,,,,
119,21,male,right,5-10-2023,1,6,0,7,,,,
119,21,male,right,5-10-2023,1,7,3,6,,,,
119,21,male,right,5-10-2023,1,8,4,6,,,,
119,21,male,right,5-10-2023,1,9,1,6,,,,
119,21,male,right,5-10-2023,1,10,2,8,,,,
119,21,male,right,5-10-2023,1,11,0,7,,,,
119,21,male,right,5-10-2023,1,12,1,7,,,,
119,21,male,right,5-10-2023,1,13,4,6,,,,
119,21,male,right,5-10-2023,1,14,2,7,,,,
119,21,male,right,5-10-2023,1,15,3,7,,,,
119,21,male,right,5-19-2023,2,1,4,5,,,,
119,21,male,right,5-19-2023,2,2,1,6,,,,
119,21,male,right,5-19-2023,2,3,2,8,,,,
119,21,male,right,5-19-2023,2,4,3,7,,,,
119,21,male,right,5-19-2023,2,5,0,8,,,,
119,21,male,right,5-19-2023,2,6,3,6,,,,
119,21,male,right,5-19-2023,2,7,2,7,,,,
119,21,male,right,5-19-2023,2,8,4,7,,,,
119,21,male,right,5-19-2023,2,9,1,5,,,,
119,21,male,right,5-19-2023,2,10,0,7,,,,
119,21,male,right,5-19-2023,2,11,2,8,,,,
119,21,male,right,5-19-2023,2,12,1,6,,,,
119,21,male,right,5-19-2023,2,13,4,6,,,,
119,21,male,right,5-19-2023,2,14,3,6,,,,
119,21,male,right,5-19-2023,2,15,0,7,,,,
119,21,male,right,5-29-2023,3,1,3,6,,,,
119,21,male,right,5-29-2023,3,2,4,6,,,,
119,21,male,right,5-29-2023,3,3,1,7,,,,
119,21,male,right,5-29-2023,3,4,2,7,,,,
119,21,male,right,5-29-2023,3,5,0,7,,,,
119,21,male,right,5-29-2023,3,6,1,6,,,,
119,21,male,right,5-29-2023,3,7,4,7,,,,
119,21,male,right,5-29-2023,3,8,2,7,,,,
119,21,male,right,5-29-2023,3,9,1,6,,,,
119,21,male,right,5-29-2023,3,10,0,6,,,,
119,21,male,right,5-29-2023,3,11,4,6,,,,
119,21,male,right,5-29-2023,3,12,2,7,,,,
119,21,male,right,5-29-2023,3,13,3,7,,,,
119,21,male,right,5-29-2023,3,14,0,7,,,,
119,21,male,right,5-29-2023,3,15,3,7,,,,
120,24,male,right,5-11-2023,1,1,1,7,,,,
120,24,male,right,5-11-2023,1,2,0,8,,,,
120,24,male,right,5-11-2023,1,3,4,6,,,,
120,24,male,right,5-11-2023,1,4,2,9,,,,
120,24,male,right,5-11-2023,1,5,3,7,,,,
120,24,male,right,5-11-2023,1,6,0,6,,,,
120,24,male,right,5-11-2023,1,7,3,5,,,,
120,24,male,right,5-11-2023,1,8,4,9,,,,
120,24,male,right,5-11-2023,1,9,1,4,,,,
120,24,male,right,5-11-2023,1,10,2,9,,,,
120,24,male,right,5-11-2023,1,11,0,7,,,,
120,24,male,right,5-11-2023,1,12,1,6,,,,
120,24,male,right,5-11-2023,1,13,4,9,,,,
120,24,male,right,5-11-2023,1,14,2,4,,,,
120,24,male,right,5-11-2023,1,15,3,5,,,,
120,24,male,right,5-18-2023,2,1,4,9,,,,
120,24,male,right,5-18-2023,2,2,1,6,,,,
120,24,male,right,5-18-2023,2,3,2,8,,,,
120,24,male,right,5-18-2023,2,4,3,7,,,,
120,24,male,right,5-18-2023,2,5,0,8,,,,
120,24,male,right,5-18-2023,2,6,3,4,,,,
120,24,male,right,5-18-2023,2,7,2,9,,,,
120,24,male,right,5-18-2023,2,8,4,9,,,,
120,24,male,right,5-18-2023,2,9,1,6,,,,
120,24,male,right,5-18-2023,2,10,0,7,,,,
120,24,male,right,5-18-2023,2,11,2,9,,,,
120,24,male,right,5-18-2023,2,12,1,5,,,,
120,24,male,right,5-18-2023,2,13,4,7,,,,
120,24,male,right,5-18-2023,2,14,3,6,,,,
120,24,male,right,5-18-2023,2,15,0,6,,,,
120,24,male,right,5-29-2023,3,1,3,7,,,,
120,24,male,right,5-29-2023,3,2,4,7,,,,
120,24,male,right,5-29-2023,3,3,1,8,,,,
120,24,male,right,5-29-2023,3,4,2,9,,,,
120,24,male,right,5-29-2023,3,5,0,6,,,,
120,24,male,right,5-29-2023,3,6,1,6,,,,
120,24,male,right,5-29-2023,3,7,4,9,,,,
120,24,male,right,5-29-2023,3,8,2,9,,,,
120,24,male,right,5-29-2023,3,9,1,6,,,,
120,24,male,right,5-29-2023,3,10,0,6,,,,
120,24,male,right,5-29-2023,3,11,4,6,,,,
120,24,male,right,5-29-2023,3,12,2,9,,,,
120,24,male,right,5-29-2023,3,13,3,6,,,,
120,24,male,right,5-29-2023,3,14,0,4,,,,
120,24,male,right,5-29-2023,3,15,3,6,,,,
121,21,male,right,5-10-2023,1,1,1,7,,,,
121,21,male,right,5-10-2023,1,2,0,8,,,,
121,21,male,right,5-10-2023,1,3,4,8,,,,
121,21,male,right,5-10-2023,1,4,2,8,,,,
121,21,male,right,5-10-2023,1,5,3,6,,,,
121,21,male,right,5-10-2023,1,6,0,6,,,,
121,21,male,right,5-10-2023,1,7,3,5,,,,
121,21,male,right,5-10-2023,1,8,4,8,,,,
121,21,male,right,5-10-2023,1,9,1,6,,,,
121,21,male,right,5-10-2023,1,10,2,4,,,,
121,21,male,right,5-10-2023,1,11,0,2,,,,
121,21,male,right,5-10-2023,1,12,1,3,,,,
121,21,male,right,5-10-2023,1,13,4,4,,,,
121,21,male,right,5-10-2023,1,14,2,8,,,,
121,21,male,right,5-10-2023,1,15,3,7,,,,
121,21,male,right,5-17-2023,2,1,4,9,,,,
121,21,male,right,5-17-2023,2,2,1,5,,,,
121,21,male,right,5-17-2023,2,3,2,6,,,,
121,21,male,right,5-17-2023,2,4,3,3,,,,
121,21,male,right,5-17-2023,2,5,0,5,,,,
121,21,male,right,5-17-2023,2,6,3,2,,,,
121,21,male,right,5-17-2023,2,7,2,8,,,,
121,21,male,right,5-17-2023,2,8,4,8,,,,
121,21,male,right,5-17-2023,2,9,1,2,,,,
121,21,male,right,5-17-2023,2,10,0,4,,,,
121,21,male,right,5-17-2023,2,11,2,7,,,,
121,21,male,right,5-17-2023,2,12,1,1,,,,
121,21,male,right,5-17-2023,2,13,4,2,,,,
121,21,male,right,5-17-2023,2,14,3,2,,,,
121,21,male,right,5-17-2023,2,15,0,4,,,,
121,21,male,right,5-27-2023,3,1,3,4,,,,
121,21,male,right,5-27-2023,3,2,4,7,,,,
121,21,male,right,5-27-2023,3,3,1,2,,,,
121,21,male,right,5-27-2023,3,4,2,8,,,,
121,21,male,right,5-27-2023,3,5,0,3,,,,
121,21,male,right,5-27-2023,3,6,1,4,,,,
121,21,male,right,5-27-2023,3,7,4,8,,,,
121,21,male,right,5-27-2023,3,8,2,7,,,,
121,21,male,right,5-27-2023,3,9,1,3,,,,
121,21,male,right,5-27-2023,3,10,0,5,,,,
121,21,male,right,5-27-2023,3,11,4,4,,,,
121,21,male,right,5-27-2023,3,12,2,7,,,,
121,21,male,right,5-27-2023,3,13,3,5,,,,
121,21,male,right,5-27-2023,3,14,0,3,,,,
121,21,male,right,5-27-2023,3,15,3,2,,,,
122,20,male,right,6-05-2023,1,1,1,6,,,,
122,20,male,right,6-05-2023,1,2,0,7,,,,
122,20,male,right,6-05-2023,1,3,4,4,,,,
122,20,male,right,6-05-2023,1,4,2,9,,,,
122,20,male,right,6-05-2023,1,5,3,6,,,,
122,20,male,right,6-05-2023,1,6,0,7,,,,
122,20,male,right,6-05-2023,1,7,3,6,,,,
122,20,male,right,6-05-2023,1,8,4,5,,,,
122,20,male,right,6-05-2023,1,9,1,4,,,,
122,20,male,right,6-05-2023,1,10,2,9,,,,
122,20,male,right,6-05-2023,1,11,0,5,,,,
122,20,male,right,6-05-2023,1,12,1,5,,,,
122,20,male,right,6-05-2023,1,13,4,3,,,,
122,20,male,right,6-05-2023,1,14,2,9,,,,
122,20,male,right,6-05-2023,1,15,3,4,,,,
122,20,male,right,5-17-2023,2,1,4,3,,,,
122,20,male,right,5-17-2023,2,2,1,4,,,,
122,20,male,right,5-17-2023,2,3,2,8,,,,
122,20,male,right,5-17-2023,2,4,3,7,,,,
122,20,male,right,5-17-2023,2,5,0,8,,,,
122,20,male,right,5-17-2023,2,6,3,6,,,,
122,20,male,right,5-17-2023,2,7,2,8,,,,
122,20,male,right,5-17-2023,2,8,4,4,,,,
122,20,male,right,5-17-2023,2,9,1,4,,,,
122,20,male,right,5-17-2023,2,10,0,8,,,,
122,20,male,right,5-17-2023,2,11,2,8,,,,
122,20,male,right,5-17-2023,2,12,1,4,,,,
122,20,male,right,5-17-2023,2,13,4,3,,,,
122,20,male,right,5-17-2023,2,14,3,6,,,,
122,20,male,right,5-17-2023,2,15,0,7,,,,
122,20,male,right,5-30-2023,3,1,3,5,,,,
122,20,male,right,5-30-2023,3,2,4,3,,,,
122,20,male,right,5-30-2023,3,3,1,3,,,,
122,20,male,right,5-30-2023,3,4,2,9,,,,
122,20,male,right,5-30-2023,3,5,0,7,,,,
122,20,male,right,5-30-2023,3,6,1,4,,,,
122,20,male,right,5-30-2023,3,7,4,3,,,,
122,20,male,right,5-30-2023,3,8,2,9,,,,
122,20,male,right,5-30-2023,3,9,1,5,,,,
122,20,male,right,5-30-2023,3,10,0,6,,,,
122,20,male,right,5-30-2023,3,11,4,2,,,,
122,20,male,right,5-30-2023,3,12,2,8,,,,
122,20,male,right,5-30-2023,3,13,3,4,,,,
122,20,male,right,5-30-2023,3,14,0,5,,,,
122,20,male,right,5-30-2023,3,15,3,4,,,,
123,22,female,right,5-20-2023,1,1,1,7,,,,
123,22,female,right,5-20-2023,1,2,0,8,,,,
123,22,female,right,5-20-2023,1,3,4,9,,,,
123,22,female,right,5-20-2023,1,4,2,9,,,,
123,22,female,right,5-20-2023,1,5,3,9,,,,
123,22,female,right,5-20-2023,1,6,0,7,,,,
123,22,female,right,5-20-2023,1,7,3,5,,,,
123,22,female,right,5-20-2023,1,8,4,7,,,,
123,22,female,right,5-20-2023,1,9,1,8,,,,
123,22,female,right,5-20-2023,1,10,2,9,,,,
