Session: indicating the number of the experiment,,,,,,,,,,,,
Emotion: indicating the emotion of the viewed stimulus material  0: Fear 1: Sad 2: Neutral 3:Happy 4: Pride,,,,,,,,,,,,
Score: indicating the self-rating records for the stimulus material (The rating scale ranges from 0 to 9),,,,,,,,,,,,
,,,,,,,,,,,,
Subject,Age,Gender,Handedness,Date,Session,Trial,Emotion,Score,,,,
123,22,female,right,5-20-2023,1,11,0,5,,,,
123,22,female,right,5-20-2023,1,12,1,9,,,,
123,22,female,right,5-20-2023,1,13,4,7,,,,
123,22,female,right,5-20-2023,1,14,2,9,,,,
123,22,female,right,5-20-2023,1,15,3,2,,,,
123,22,female,right,5-28-2023,2,1,4,9,,,,
123,22,female,right,5-28-2023,2,2,1,9,,,,
123,22,female,right,5-28-2023,2,3,2,7,,,,
123,22,female,right,5-28-2023,2,4,3,8,,,,
123,22,female,right,5-28-2023,2,5,0,6,,,,
123,22,female,right,5-28-2023,2,6,3,6,,,,
123,22,female,right,5-28-2023,2,7,2,9,,,,
123,22,female,right,5-28-2023,2,8,4,8,,,,
123,22,female,right,5-28-2023,2,9,1,7,,,,
123,22,female,right,5-28-2023,2,10,0,7,,,,
123,22,female,right,5-28-2023,2,11,2,9,,,,
123,22,female,right,5-28-2023,2,12,1,4,,,,
123,22,female,right,5-28-2023,2,13,4,5,,,,
123,22,female,right,5-28-2023,2,14,3,4,,,,
123,22,female,right,5-28-2023,2,15,0,6,,,,
123,22,female,right,6-05-2023,3,1,3,4,,,,
123,22,female,right,6-05-2023,3,2,4,6,,,,
123,22,female,right,6-05-2023,3,3,1,6,,,,
123,22,female,right,6-05-2023,3,4,2,9,,,,
123,22,female,right,6-05-2023,3,5,0,5,,,,
123,22,female,right,6-05-2023,3,6,1,7,,,,
123,22,female,right,6-05-2023,3,7,4,7,,,,
123,22,female,right,6-05-2023,3,8,2,8,,,,
123,22,female,right,6-05-2023,3,9,1,7,,,,
123,22,female,right,6-05-2023,3,10,0,6,,,,
123,22,female,right,6-05-2023,3,11,4,6,,,,
123,22,female,right,6-05-2023,3,12,2,9,,,,
123,22,female,right,6-05-2023,3,13,3,5,,,,
123,22,female,right,6-05-2023,3,14,0,5,,,,
123,22,female,right,6-05-2023,3,15,3,5,,,,
124,23,male,right,5-13-2023,1,1,1,6,,,,
124,23,male,right,5-13-2023,1,2,0,8,,,,
124,23,male,right,5-13-2023,1,3,4,4,,,,
124,23,male,right,5-13-2023,1,4,2,9,,,,
124,23,male,right,5-13-2023,1,5,3,4,,,,
124,23,male,right,5-13-2023,1,6,0,7,,,,
124,23,male,right,5-13-2023,1,7,3,6,,,,
124,23,male,right,5-13-2023,1,8,4,7,,,,
124,23,male,right,5-13-2023,1,9,1,8,,,,
124,23,male,right,5-13-2023,1,10,2,9,,,,
124,23,male,right,5-13-2023,1,11,0,5,,,,
124,23,male,right,5-13-2023,1,12,1,8,,,,
124,23,male,right,5-13-2023,1,13,4,3,,,,
124,23,male,right,5-13-2023,1,14,2,9,,,,
124,23,male,right,5-13-2023,1,15,3,5,,,,
124,23,male,right,5-20-2023,2,1,4,6,,,,
124,23,male,right,5-20-2023,2,2,1,7,,,,
124,23,male,right,5-20-2023,2,3,2,8,,,,
124,23,male,right,5-20-2023,2,4,3,3,,,,
124,23,male,right,5-20-2023,2,5,0,6,,,,
124,23,male,right,5-20-2023,2,6,3,3,,,,
124,23,male,right,5-20-2023,2,7,2,9,,,,
124,23,male,right,5-20-2023,2,8,4,8,,,,
124,23,male,right,5-20-2023,2,9,1,5,,,,
124,23,male,right,5-20-2023,2,10,0,6,,,,
124,23,male,right,5-20-2023,2,11,2,9,,,,
124,23,male,right,5-20-2023,2,12,1,4,,,,
124,23,male,right,5-20-2023,2,13,4,2,,,,
124,23,male,right,5-20-2023,2,14,3,6,,,,
124,23,male,right,5-20-2023,2,15,0,6,,,,
124,23,male,right,5-27-2023,3,1,3,6,,,,
124,23,male,right,5-27-2023,3,2,4,5,,,,
124,23,male,right,5-27-2023,3,3,1,3,,,,
124,23,male,right,5-27-2023,3,4,2,9,,,,
124,23,male,right,5-27-2023,3,5,0,6,,,,
124,23,male,right,5-27-2023,3,6,1,4,,,,
124,23,male,right,5-27-2023,3,7,4,5,,,,
124,23,male,right,5-27-2023,3,8,2,9,,,,
124,23,male,right,5-27-2023,3,9,1,5,,,,
124,23,male,right,5-27-2023,3,10,0,6,,,,
124,23,male,right,5-27-2023,3,11,4,3,,,,
124,23,male,right,5-27-2023,3,12,2,9,,,,
124,23,male,right,5-27-2023,3,13,3,6,,,,
124,23,male,right,5-27-2023,3,14,0,6,,,,
124,23,male,right,5-27-2023,3,15,3,3,,,,
125,25,female,right,5-11-2023,1,1,1,8,,,,
125,25,female,right,5-11-2023,1,2,0,8,,,,
125,25,female,right,5-11-2023,1,3,4,7,,,,
125,25,female,right,5-11-2023,1,4,2,7,,,,
125,25,female,right,5-11-2023,1,5,3,6,,,,
125,25,female,right,5-11-2023,1,6,0,8,,,,
125,25,female,right,5-11-2023,1,7,3,7,,,,
125,25,female,right,5-11-2023,1,8,4,9,,,,
125,25,female,right,5-11-2023,1,9,1,8,,,,
125,25,female,right,5-11-2023,1,10,2,6,,,,
125,25,female,right,5-11-2023,1,11,0,7,,,,
125,25,female,right,5-11-2023,1,12,1,8,,,,
125,25,female,right,5-11-2023,1,13,4,7,,,,
125,25,female,right,5-11-2023,1,14,2,6,,,,
125,25,female,right,5-11-2023,1,15,3,6,,,,
125,25,female,right,5-17-2023,2,1,4,6,,,,
125,25,female,right,5-17-2023,2,2,1,8,,,,
125,25,female,right,5-17-2023,2,3,2,5,,,,
125,25,female,right,5-17-2023,2,4,3,6,,,,
125,25,female,right,5-17-2023,2,5,0,8,,,,
125,25,female,right,5-17-2023,2,6,3,5,,,,
125,25,female,right,5-17-2023,2,7,2,7,,,,
125,25,female,right,5-17-2023,2,8,4,8,,,,
125,25,female,right,5-17-2023,2,9,1,8,,,,
125,25,female,right,5-17-2023,2,10,0,8,,,,
125,25,female,right,5-17-2023,2,11,2,5,,,,
125,25,female,right,5-17-2023,2,12,1,2,,,,
125,25,female,right,5-17-2023,2,13,4,7,,,,
125,25,female,right,5-17-2023,2,14,3,5,,,,
125,25,female,right,5-17-2023,2,15,0,4,,,,
125,25,female,right,5-26-2023,3,1,3,2,,,,
125,25,female,right,5-26-2023,3,2,4,8,,,,
125,25,female,right,5-26-2023,3,3,1,7,,,,
125,25,female,right,5-26-2023,3,4,2,6,,,,
125,25,female,right,5-26-2023,3,5,0,6,,,,
125,25,female,right,5-26-2023,3,6,1,6,,,,
125,25,female,right,5-26-2023,3,7,4,8,,,,
125,25,female,right,5-26-2023,3,8,2,7,,,,
125,25,female,right,5-26-2023,3,9,1,5,,,,
125,25,female,right,5-26-2023,3,10,0,7,,,,
125,25,female,right,5-26-2023,3,11,4,7,,,,
125,25,female,right,5-26-2023,3,12,2,4,,,,
125,25,female,right,5-26-2023,3,13,3,7,,,,
125,25,female,right,5-26-2023,3,14,0,7,,,,
125,25,female,right,5-26-2023,3,15,3,6,,,,
126,21,male,right,5-09-2023,1,1,1,8,,,,
126,21,male,right,5-09-2023,1,2,0,9,,,,
126,21,male,right,5-09-2023,1,3,4,9,,,,
126,21,male,right,5-09-2023,1,4,2,5,,,,
126,21,male,right,5-09-2023,1,5,3,8,,,,
126,21,male,right,5-09-2023,1,6,0,7,,,,
126,21,male,right,5-09-2023,1,7,3,6,,,,
126,21,male,right,5-09-2023,1,8,4,7,,,,
126,21,male,right,5-09-2023,1,9,1,7,,,,
126,21,male,right,5-09-2023,1,10,2,5,,,,
126,21,male,right,5-09-2023,1,11,0,6,,,,
126,21,male,right,5-09-2023,1,12,1,8,,,,
126,21,male,right,5-09-2023,1,13,4,7,,,,
126,21,male,right,5-09-2023,1,14,2,6,,,,
126,21,male,right,5-09-2023,1,15,3,8,,,,
126,21,male,right,5-18-2023,2,1,4,7,,,,
126,21,male,right,5-18-2023,2,2,1,8,,,,
126,21,male,right,5-18-2023,2,3,2,4,,,,
126,21,male,right,5-18-2023,2,4,3,9,,,,
126,21,male,right,5-18-2023,2,5,0,8,,,,
126,21,male,right,5-18-2023,2,6,3,9,,,,
126,21,male,right,5-18-2023,2,7,2,3,,,,
126,21,male,right,5-18-2023,2,8,4,9,,,,
126,21,male,right,5-18-2023,2,9,1,6,,,,
126,21,male,right,5-18-2023,2,10,0,7,,,,
126,21,male,right,5-18-2023,2,11,2,4,,,,
126,21,male,right,5-18-2023,2,12,1,6,,,,
126,21,male,right,5-18-2023,2,13,4,7,,,,
126,21,male,right,5-18-2023,2,14,3,8,,,,
126,21,male,right,5-18-2023,2,15,0,7,,,,
126,21,male,right,5-28-2023,3,1,3,8,,,,
126,21,male,right,5-28-2023,3,2,4,9,,,,
126,21,male,right,5-28-2023,3,3,1,7,,,,
126,21,male,right,5-28-2023,3,4,2,3,,,,
126,21,male,right,5-28-2023,3,5,0,7,,,,
126,21,male,right,5-28-2023,3,6,1,7,,,,
126,21,male,right,5-28-2023,3,7,4,9,,,,
126,21,male,right,5-28-2023,3,8,2,4,,,,
126,21,male,right,5-28-2023,3,9,1,7,,,,
126,21,male,right,5-28-2023,3,10,0,7,,,,
126,21,male,right,5-28-2023,3,11,4,8,,,,
126,21,male,right,5-28-2023,3,12,2,4,,,,
126,21,male,right,5-28-2023,3,13,3,9,,,,
126,21,male,right,5-28-2023,3,14,0,7,,,,
126,21,male,right,5-28-2023,3,15,3,9,,,,
127,23,male,right,5-11-2023,1,1,1,9,,,,
127,23,male,right,5-11-2023,1,2,0,8,,,,
127,23,male,right,5-11-2023,1,3,4,8,,,,
127,23,male,right,5-11-2023,1,4,2,9,,,,
127,23,male,right,5-11-2023,1,5,3,9,,,,
127,23,male,right,5-11-2023,1,6,0,8,,,,
127,23,male,right,5-11-2023,1,7,3,7,,,,
127,23,male,right,5-11-2023,1,8,4,8,,,,
127,23,male,right,5-11-2023,1,9,1,7,,,,
127,23,male,right,5-11-2023,1,10,2,9,,,,
127,23,male,right,5-11-2023,1,11,0,6,,,,
127,23,male,right,5-11-2023,1,12,1,8,,,,
127,23,male,right,5-11-2023,1,13,4,8,,,,
127,23,male,right,5-11-2023,1,14,2,9,,,,
127,23,male,right,5-11-2023,1,15,3,9,,,,
127,23,male,right,5-22-2023,2,1,4,9,,,,
127,23,male,right,5-22-2023,2,2,1,9,,,,
127,23,male,right,5-22-2023,2,3,2,8,,,,
127,23,male,right,5-22-2023,2,4,3,8,,,,
127,23,male,right,5-22-2023,2,5,0,9,,,,
127,23,male,right,5-22-2023,2,6,3,9,,,,
127,23,male,right,5-22-2023,2,7,2,9,,,,
127,23,male,right,5-22-2023,2,8,4,9,,,,
127,23,male,right,5-22-2023,2,9,1,7,,,,
127,23,male,right,5-22-2023,2,10,0,8,,,,
127,23,male,right,5-22-2023,2,11,2,9,,,,
127,23,male,right,5-22-2023,2,12,1,8,,,,
127,23,male,right,5-22-2023,2,13,4,9,,,,
127,23,male,right,5-22-2023,2,14,3,9,,,,
127,23,male,right,5-22-2023,2,15,0,8,,,,
127,23,male,right,5-30-2023,3,1,3,9,,,,
127,23,male,right,5-30-2023,3,2,4,9,,,,
127,23,male,right,5-30-2023,3,3,1,9,,,,
127,23,male,right,5-30-2023,3,4,2,9,,,,
127,23,male,right,5-30-2023,3,5,0,8,,,,
127,23,male,right,5-30-2023,3,6,1,8,,,,
127,23,male,right,5-30-2023,3,7,4,9,,,,
127,23,male,right,5-30-2023,3,8,2,9,,,,
127,23,male,right,5-30-2023,3,9,1,9,,,,
127,23,male,right,5-30-2023,3,10,0,9,,,,
127,23,male,right,5-30-2023,3,11,4,8,,,,
127,23,male,right,5-30-2023,3,12,2,9,,,,
127,23,male,right,5-30-2023,3,13,3,9,,,,
127,23,male,right,5-30-2023,3,14,0,7,,,,
127,23,male,right,5-30-2023,3,15,3,9,,,,
128,21,male,right,5-09-2023,1,1,1,8,,,,
128,21,male,right,5-09-2023,1,2,0,8,,,,
128,21,male,right,5-09-2023,1,3,4,8,,,,
128,21,male,right,5-09-2023,1,4,2,8,,,,
128,21,male,right,5-09-2023,1,5,3,7,,,,
128,21,male,right,5-09-2023,1,6,0,8,,,,
128,21,male,right,5-09-2023,1,7,3,6,,,,
128,21,male,right,5-09-2023,1,8,4,7,,,,
128,21,male,right,5-09-2023,1,9,1,5,,,,
128,21,male,right,5-09-2023,1,10,2,8,,,,
128,21,male,right,5-09-2023,1,11,0,7,,,,
128,21,male,right,5-09-2023,1,12,1,8,,,,
128,21,male,right,5-09-2023,1,13,4,2,,,,
128,21,male,right,5-09-2023,1,14,2,8,,,,
128,21,male,right,5-09-2023,1,15,3,7,,,,
128,21,male,right,5-17-2023,2,1,4,6,,,,
128,21,male,right,5-17-2023,2,2,1,6,,,,
128,21,male,right,5-17-2023,2,3,2,6,,,,
128,21,male,right,5-17-2023,2,4,3,8,,,,
128,21,male,right,5-17-2023,2,5,0,8,,,,
128,21,male,right,5-17-2023,2,6,3,8,,,,
128,21,male,right,5-17-2023,2,7,2,8,,,,
128,21,male,right,5-17-2023,2,8,4,5,,,,
128,21,male,right,5-17-2023,2,9,1,1,,,,
128,21,male,right,5-17-2023,2,10,0,7,,,,
128,21,male,right,5-17-2023,2,11,2,8,,,,
128,21,male,right,5-17-2023,2,12,1,1,,,,
128,21,male,right,5-17-2023,2,13,4,8,,,,
128,21,male,right,5-17-2023,2,14,3,8,,,,
128,21,male,right,5-17-2023,2,15,0,7,,,,
128,21,male,right,5-27-2023,3,1,3,8,,,,
128,21,male,right,5-27-2023,3,2,4,6,,,,
128,21,male,right,5-27-2023,3,3,1,3,,,,
128,21,male,right,5-27-2023,3,4,2,7,,,,
128,21,male,right,5-27-2023,3,5,0,6,,,,
128,21,male,right,5-27-2023,3,6,1,5,,,,
128,21,male,right,5-27-2023,3,7,4,7,,,,
128,21,male,right,5-27-2023,3,8,2,8,,,,
128,21,male,right,5-27-2023,3,9,1,5,,,,
128,21,male,right,5-27-2023,3,10,0,5,,,,
128,21,male,right,5-27-2023,3,11,4,2,,,,
128,21,male,right,5-27-2023,3,12,2,8,,,,
128,21,male,right,5-27-2023,3,13,3,6,,,,
128,21,male,right,5-27-2023,3,14,0,4,,,,
128,21,male,right,5-27-2023,3,15,3,3,,,,
