emotional category,start_time,end_time
resting,2414,4393
sad,4668,7312
fear,8842,12103
pride,13730,15880
neutral,16923,19402
happy,20729,22669
fear,23692,25687
happy,28674,31824
pride,33278,35405
sad,36188,37874
neutral,38646,40498
fear,41404,42157
sad,43041,46585
pride,47488,50085
neutral,50789,52520
happy,53259,55881
