emotional category,start_time,end_time
resting,4520,6500
sad,6754,9398
fear,10159,13419
pride,14179,16328
neutral,17142,19621
happy,20382,22322
fear,23053,25047
happy,25743,28894
pride,29708,31835
sad,32581,34268
neutral,34994,36846
fear,37549,38301
sad,39007,42552
pride,43253,45852
neutral,46586,48317
happy,49015,51637
