emotional category,start_time,end_time
resting,1137,3117
pride,3376,5495
sad,6197,8047
neutral,8757,10544
happy,11254,12941
fear,13704,15875
happy,16645,19378
neutral,20323,21956
pride,22747,25631
sad,26413,28232
fear,29022,30874
neutral,31586,33505
sad,34204,36738
pride,37575,40152
happy,40953,42794
fear,43497,45789
